Character,Words
DESMOND," Aye, Juliet. Two weeks ago she had your friends in cages. Naomi... I mean, you heard everything that she said. If we keep her safe, she's our way off this Island. So given that, do you trust Jack? Or don't you?"
DESMOND, Right. So you better bring us someone we can trust.
DESMOND, No.
DESMOND," Oh I dunno, I could murder some haggis right now."
DESMOND, Nothing.
DESMOND," No, Charlie. I didn't."
DESMOND," Er, sorry. Er, Charlie. Can you give me a hand with something?"
DESMOND, Aye. 
DESMOND," What I saw, Charlie, was Claire and her baby getting into a helicopter. A helicopter that lifts off — leaves this Island."
DESMOND, Aye.
DESMOND," You are, Charlie."
DESMOND," If you don't, none of it will happen. There won't be any rescue. I'm sorry, brother, but this time — this time you have to die."
DESMOND, What are you writing?
DESMOND, You sure you wanna know? I mean it might be easier if you jus—
DESMOND," You're inside a hatch. It's, er... a room full of equipment. There's a blinking yellow light above a switch. You flick the switch... light goes off... and then you drown."
DESMOND, I don't know.
DESMOND, Aye.
DESMOND, That's right.
DESMOND, I'll go with him.
DESMOND," It's a weight belt. Should bring you down quicker than swimming. Well, every second counts."
DESMOND, So how long can you really hold your breath for?
DESMOND, This is it. Ready?
DESMOND, We're here.
DESMOND,  What is it?
DESMOND, You don't have to do this Charlie.
DESMOND, I'll go.
DESMOND, Maybe I keep seeing you die because I'm supposed to take your place.
DESMOND," What about your girl? Besides, I might be luckier than you. Keep your memories to yourself. I'll take it from here."
DESMOND," Well, you could tell me where the, er, weigh belt is."
DESMOND," You're inside a room full of equipment. There's a blinking yellow light, above a switch..."
DESMOND," ... You flick the switch, light goes off. Then you drown."
DESMOND, Charlie! Bloody hell! You all right?
DESMOND, Hey!
DESMOND," She's not gonna tell you, brother."
DESMOND, What makes you say that?
DESMOND, Aye. There's plenty.
DESMOND," All right, mate."
DESMOND, Aye?
DESMOND," No, nothing."
DESMOND, Aye.
DESMOND, Penny!!! NO!
DESMOND, Charlie!!!
DESMOND, We need to get to Jack. We can't let him get in touch with that boat.
DESMOND, What? On the way? No.
DESMOND," No that woman, Naomi, she lied. The people on the boat aren't who they say they are!"
DESMOND," I don't know, but we need to get in touch with Jack, now!!"
DESMOND," Where is it, get it. "
DESMOND,"  I'm, I'm sorry brother. I..."
DESMOND, Well... look at that. 
DESMOND, Hey. I'm gonna ask you one last time. Why was Naomi carrying this picture of me?
DESMOND," Look, Naomi told me you people were hired by her!  So you look me right in the eye and tell me you've never seen or heard of Penelope Widmore."
DESMOND," Fine. You don't want to tell me the truth; I'll find someone who will. See, when that takes off,  I'm on it."
DESMOND, Aye.
DESMOND, Answers. 
DESMOND," I'm sorry, sir. I was...I was having a dream, sir. "
DESMOND," I was in a helicopter, sir. And there was a storm, sir. And I don't remember the rest, sir."
DESMOND," Sorry brother. It's just that, I've never had a dream so vivid. It was like I was actually there. "
DESMOND, Who are you? How do you know my name?!
DESMOND, What am I doing here?!
DESMOND, How do you know my name?!
DESMOND, Let go of me!
DESMOND," Alright, where am I?"
DESMOND," Alright, who are you people?"
DESMOND, What am I doing here? who are you people?
DESMOND, I'm not your friend! I don't know you! I don't know you!
DESMOND," Listen, listen. This is a mistake, alright?"
DESMOND, I don't know these people. 
DESMOND," No, this is wrong! I'm not supposed to be—"
DESMOND, —here!
DESMOND," If I told you, you'd think I was crazy."
DESMOND," This morning, when I was in the yard doing crunches, I left."
DESMOND, I was on a boat. And then I was back here...right where I started. 
DESMOND," Billy, I'm telling you the truth, man."
DESMOND, Penny. There was a photo. Penny was in the photo.
DESMOND, I'm not here. This...this isn't happening.
DESMOND, Wh-wh-what am I doing here?
DESMOND, Who are you people?
DESMOND," What do you mean, sort out? Wait a minute! What do you mean? "
DESMOND, I'm not supposed to be here! 
DESMOND, I'm not supposed to be here! Open this door! Open this door!  
DESMOND, Hey. Hey. Hey! Can you hear me? Are you alright? Hello? 
DESMOND, What the bloody hell is going on?!
DESMOND," You're not going to stick me with that, brother!"
DESMOND, Why?
DESMOND, Desmond.
DESMOND, Penny?
DESMOND," Uh, Penny, listen. I'm in trouble, and I think something's happening to me, and I'm confused, and I need to see you."
DESMOND," No, no, I'm not. It's... look, I've got two days leave starting tonight. Can I...can I come and see you?"
DESMOND, Moved? Where? 
DESMOND," Look, look, now listen, Penny, Penny, I need—"
DESMOND, —need you. 
DESMOND, Hello?
DESMOND, Took off? What?
DESMOND," What do you mean, what year do I think it — it's 1996! "
DESMOND, Um...um...I'm in some kind of sick bay...
DESMOND," Uh, Camp Millar, it's a... Royal Scots Regiment, it's just north of Glasgow. "
DESMOND," What, why?"
DESMOND,  Yes! What've you got?
DESMOND, What?
DESMOND, 2.342 and oscillating at eleven...
DESMOND," Um, sorry. Are you Daniel Faraday?"
DESMOND," Um...sorry, I'm Desmond Hume, and um...I was told I could find you here. I think I've ... just been to the future. "
DESMOND," Yes. Uh, I spoke to you there, you told me to come here, to Oxford, to find you. You said you'd help me. "
DESMOND, Sorry?
DESMOND, Set your device to um... 2.342 and make sure it oscillates at 11. 
DESMOND, You did. 
DESMOND, I know about Eloise.
DESMOND," What, what is all this?"
DESMOND," Actually, um, no. "
DESMOND, Maybe you just forgot. 
DESMOND," So this, this is changing the future?"
DESMOND, What's that for?
DESMOND, Do I get one?
DESMOND, So what do you put on your head?
DESMOND, What does this do?
DESMOND, What happened?
DESMOND," I'm sorry, how is a rat running through a bloody maze so incredible?"
DESMOND," S-so you, you sent her to the future!"
DESMOND," So, so how does that help me?"
DESMOND," I don't know why you sent me here. All I know about you is, you, you end up on some bloody island. "
DESMOND, I need to get back. 
DESMOND," He said he could help me, said he could tell me what I needed to do. "
DESMOND, Do I know you? 
DESMOND, So? What's that got to do with me?
DESMOND, What happened?
DESMOND, Out?
DESMOND, Aye. 
DESMOND, I don't know...five minutes? Why does this keep happening?
DESMOND, What happened to her?
DESMOND," Yeah, I can see that. How?"
DESMOND, Is that going to happen to me?
DESMOND," If these keeps happening, am I gonna die?!"
DESMOND," Wh...what do you mean, anchor?"
DESMOND, This constant — can it be a person?
DESMOND, I'm calling my bloody constant. 
DESMOND, I need to call Penny. 
DESMOND," Listen, brother, I don't know you. But you seem to know me, so...so if you and me are friends, then I need your help. I need to call Penny, now. "
DESMOND," Hey, uh...your nose, brother."
DESMOND," Listen, brother, I just need to speak to that gentleman, just for a moment, okay?"
DESMOND," Just for a minute, alright? Mr. Widmore!"
DESMOND," Can I have a word, sir?"
DESMOND," I need to get in touch with Penny. I don't know how to reach her, and her number's been disconnected. "
DESMOND, Why do you hate me so much?
DESMOND," Hey, how did this happen to you?"
DESMOND, Where is he?
DESMOND," Can you fix it, brother?"
DESMOND," Wake up, wake up, you've got to come back! You've got to come back—"
DESMOND, No.
DESMOND, It's 2004...
DESMOND, The same thing that's gonna happen to me.
DESMOND," I had to... I mean, I tried to call you, but you disconnected your phone. "
DESMOND," Wait a minute, Pen, please wait. I just need to get your new phone number, okay? "
DESMOND," Because I made a huge mistake, I never should have broken up with you, and, and and... and I know that now,  and I'm sorry, and—"
DESMOND," —and I understand. And I know it's... it's too late to change things, but I need to tell you something and, and I need you to listen to me, and I know it's going to sound ridiculous, but... please, Pen. I need you to listen to me. "
DESMOND," I know this doesn't make any sense, because it doesn't make any sense to me. But... eight years from now... I, I need to call you, and I, I can't call you if I don't have your number. "
DESMOND," Look, Penny, just, just give me your number, and, and I, I know I've ruined things, and I know you think things are over between us, but they're not. If there's any part of you that still believes in us, just give me your number."
DESMOND," I won't call for eight years. December 24, 2004. Christmas Eve. I promise. Please, Pen."
DESMOND, Aye. 
DESMOND,  It wouldn't do any good. You have to keep that number. You can't change the—
DESMOND," —just, just remember, December the 24th, 2004. If you still care about me you'll have to—"
DESMOND," I'm not crazy, Penny! You have to believe me! You have to—"
DESMOND, —trust me. 
DESMOND, 7946-0893.  It's a London number. 
DESMOND, I hope so too.
DESMOND, Penny?
DESMOND," Penny...Penny, you answered. You answered, Penny."
DESMOND," I'm... I'm, I'm on a boat. Um... I've been on an island, and— Oh my god, Penny. Is that really you?"
DESMOND, You believe me? You still care about me?
DESMOND," Yes, yes, I'm here! I'm still here, can you hear me? "
DESMOND," I love you, Penny. I've always loved you. I'm so sorry. I love you."
DESMOND," I don't know where I am, but—"
DESMOND, —I promise—
DESMOND, —I'll come back to you—
DESMOND," Thank you, Sayid.  It was enough. "
DESMOND, Aye. I'm perfect. 
DESMOND," Yeah, much better, thanks."
DESMOND, Good morning.
DESMOND, Sayid! What's that?
DESMOND," How long's that gonna go on for, eh? Can't they just fix whatever the bloody hell's causing that?"
DESMOND," What, you think somebody's doing that? Somebody's just banging those pipes again and again?"
DESMOND, Hey! Hey!
DESMOND, That woman just jumped over the side of the ship!
DESMOND, Don't just stand there! What's the matter with you people?!
DESMOND, Why aren't you doing anything?!
DESMOND, Bring a rope!
DESMOND, She just jumped!
DESMOND, What exactly is going on here?
DESMOND, This is Charles Widmore's boat?
DESMOND, This... ship isn't moving.
DESMOND, Desmond.
DESMOND," Hey Sayid, what are you doing?"
DESMOND," Hey, Sayid."
DESMOND, The injured man... there was no gunshot. What do you think happened to him?
DESMOND, I can't go with you.
DESMOND, I've been on that island for three years. I'm never setting foot on it again ... not when Penny's coming for me.
DESMOND," Stay on that bearing, yeah?"
DESMOND, Where's Sayid?
DESMOND, You okay?
DESMOND," Okay, engine should be working."
DESMOND," All right, well, take us to the island."
DESMOND, But make sure you—you stay on the bearing of 3-0-5. It's gotta be exactly 3-0-5. 
DESMOND, RF interference? How is that possible? The radio room's down.
DESMOND, Then I'll find it.
DESMOND, Hey! Michael! I need you now!
DESMOND," There's enough C-4 here to blow up a bloody aircraft carrier. When I was in the army... I did six months' explosive ordnance disposal, which, as the saying goes, is just enough time to learn how to blow yourself up."
DESMOND," This is a—a radio receiver. It's... it's like a walkie-talkie. You send it a signal, and, uh... it—it triggers a bomb remotely."
DESMOND,"  This is a... this is a trip wire. Move it, and... boom. This is dummy wiring. If you cut the wrong one... boom. This is multiple firing systems. You disable one, and the next one... boom. Uh, this... battery's the power source. If you disconnect it—"
DESMOND, You're gonna what? 
DESMOND, And what's the catch?
DESMOND," Well, shouldn't we save it till the light turns red?"
DESMOND," All right, um, freeze the battery. Jin, help me trace back these wires, make a list of where each of them goes to."
DESMOND," I think I might have something. Okay, so... so if... if I cut this wire, it... it should disconnect the firing mechanisms."
DESMOND, Damn it! I—I just don't know enough. H—how do we even know your little freezing trick's doing anything?
DESMOND, How much stuff do we have left?
DESMOND, What happens if we can't deactivate the bomb?
DESMOND," Oh, bloody hell. Don't land! You can't land! Don't land! Don't land! There's a bomb! There's a bomb! Get away! There's a bomb! You can't land! Go back!"
DESMOND, Don't land!
DESMOND," No! Don't land!  No! No! Look, you don't understand! Jin and Michael are doing everything they can, but there's no time! You've gotta get off the boat now!"
DESMOND, Give it to me. I'll do it.
DESMOND, Give me a minute! No! Wait!
DESMOND," Yeah, what is that?"
DESMOND, I think it does!
DESMOND, Penny? Penny! Penny!
DESMOND,  I'm—I'm fine.  I'm fine.  H—how did you find me?
DESMOND," I love you, Penny... and I'll never leave you again."
DESMOND," Uh... this is—this is Penny. This is, um, Kate and then Aaron."
DESMOND," Um... and this is Sun, Sayid, Hurley."
DESMOND," This is Frank. And Jack. Jack, this is—this is Penny."
DESMOND,"  Are you sure about this, brother?"
DESMOND,  As long as I've got Penny... I'll be fine.
DESMOND, Aye. I guess you will.
DESMOND,  Are you him?
DESMOND, My replacement.
DESMOND, Do I know you?
DESMOND, What are you talking about?
DESMOND, What helicopter? What are you talking about?!
DESMOND,  I was on the Island.
DESMOND, I was on the Island.
DESMOND," It wasn't a dream, Pen."
DESMOND, It was a memory.
DESMOND, We're leaving.
DESMOND, Oxford.
DESMOND, Efren Salonga?
DESMOND, Ef—Efren Salonga!
DESMOND, Efren Salonga?
DESMOND, Efren Salonga!
DESMOND, Efren Salonga!
DESMOND, Efren Salonga!
DESMOND, Efren Salonga?
DESMOND, Are you the doctor?
DESMOND," You're sure you know what you're doing, yeah?"
DESMOND," Because there's a lot of blood, man!"
DESMOND," I'm coming, Penny!"
DESMOND," It's okay, Pen. We've got a doctor."
DESMOND," It's gonna be okay. It's gonna be okay. Okay, here you go."
DESMOND," Okay. Just breathe, Penny, okay? J—just breathe."
DESMOND, Breathe.
DESMOND, You're doing great.
DESMOND," You're doing great, okay. Okay, just be strong, yeah? Okay."
DESMOND, Just be strong.
DESMOND," Yes, you—yes, you can, Penny."
DESMOND," Okay, push now, Penny. Push. Now!"
DESMOND," Come on, Penny. That's it."
DESMOND," It's coming. Come on, Penny."
DESMOND, I can see the head!
DESMOND, I can see the head!
DESMOND, I can see it. It's just coming.
DESMOND, It's coming! It's coming! You've got it!
DESMOND," Oh my God, Penny."
DESMOND," You did it. Oh, my God, Penny. You did it."
DESMOND,"  I love you, Penny. I love you."
DESMOND," Oh, oh, he's beautiful. Beautiful. Oh, my God. He's so beautiful. Oh, my God."
DESMOND, I love you.
DESMOND, I love you.
DESMOND,  Look. Right out there.
DESMOND," Beyond where you can see, there's—there's an island, and it's a very special island.  I left it a long time ago. I never thought I'd see it again."
DESMOND," It's called Great Britain. And the most beautiful part of the island is Scotland, and that's where your daddy's from. There's mountains and glens and monsters in deep lochs, and... and it's where your mummy and daddy... fell in love."
DESMOND," Yeah, well, I... I thought I'd leave that wee bit out of it."
DESMOND," We'll be in and out. He'll never know we're here, Penny."
DESMOND," But this has nothing to do with your father, Penny. We are here because of Daniel Faraday.  What he told me—that everyone on that island is in danger, and I am the only one that can help them. I have to do this, Penny."
DESMOND, Did he finish his breakfast?
DESMOND,"  Look, honey, all I have to do is find his mother, tell her he's still on the Island, and then I'm done with this for good."
DESMOND," I don't know. Look, I don't understand how any of this works any more than you do. It...  Look, I know it happened. Daniel Faraday knocked on the hatch door and told me to go to Oxford... everyone was in danger, and I was the only one that could save them. I know how insane it sounds."
DESMOND," I'll be back by dark, and then I'm done... forever.  I promise."
DESMOND,  Why in God's name would I ever go back there?
DESMOND," No, that—that's impossible. 'Cause I know her son was a professor here. His name's Daniel Faraday. I'm sure he's in your database."
DESMOND,  I visited him. I went to his lab. It was in an attic. It was...  it was above the physics department.
DESMOND, The year? ...No. I'm not exactly sure.
DESMOND,  Sorry I wasted your time.
DESMOND, No. Not exactly.
DESMOND, So why'd you tell me not to touch it?
DESMOND, You mean Daniel Faraday.
DESMOND, Aye.
DESMOND, Fair enough.
DESMOND, Faraday—the university says there's no record of him.
DESMOND, What girl?
DESMOND," Uh, my name's Desmond Hume. I'm looking for Theresa Spencer."
DESMOND," Oh, right. Um, can I have a word with her?"
DESMOND," Yeah, I got her name from a—a gentleman I met at Oxford University...um... Daniel Faraday."
DESMOND, Thanks.
DESMOND," No. No, he didn't. Can she hear us?"
DESMOND," ""Away""? What do you mean?"
DESMOND," I'm sorry. Um, this was a mistake. I... I shouldn't have come."
DESMOND,  He left her like this?
DESMOND," Uh, I'm sorry. Who?"
DESMOND," I know you have questions for me. I'm not gonna answer them. I've come here to ask you something. And once you've told me everything I need to know, you'll never see me again. Understand?"
DESMOND, I need to know where I can find Daniel Faraday's mother.
DESMOND," Because even before you put Faraday on your little boat and sent him off to the Island, you spent ten years funding his research. So I figure, you must know something regarding his next of kin."
DESMOND, Where's Faraday's mother?
DESMOND, Danger?
DESMOND,  Thanks for the advice.
DESMOND,  Hi.
DESMOND, Good day?
DESMOND," Ugh. There was no one to find. She, um... she died a few years ago."
DESMOND,  What? I'm not.
DESMOND,  She's in Los Angeles.
DESMOND," Look, Pen, you've got nothing to worry about. You know, this was a mistake. No, I... I made a promise that this would be done in a day, and now it's done. It's not our problem anymore."
DESMOND, Then I'll forget it.
DESMOND," I'll forget it. It doesn't matter, Pen. You're my life now—you and Charlie. I won't leave you again... not for this... not for anything."
DESMOND, You're looking for Faraday's mother too?
DESMOND," Um, I'm sorry. Excuse me.  Am I really hearing this? That's what this is about? You're all going back to the Island? Willingly?"
DESMOND,  I came here to deliver a message.  Daniel Faraday—your son—sent me here. He wanted me to tell you that he and all the people on the Island need your help. He said that only you could help them. He didn't say Jack. He didn't say Sun. He didn't say Ben. He said you.
DESMOND,  Consider the message delivered.
DESMOND," This woman cost me four years of my life—four years that I'll never get back because you told me that I was supposed to go to the Island! That it was my bloody purpose!  You listen to me, brother, and you listen carefully.  These people—they're just usin' us. They're playing some kind of game, and we are just the pieces.  Whatever she tells you to do... ignore it.  You say the Island's not done with me? Well, I'm done with the Island."
DESMOND, Hey!  What are you doing here?
DESMOND, Aah!
DESMOND, Hi.
DESMOND," I promised you, Penny.  I promised you...  I'd never leave you again."
DESMOND, Are you a nurse?
DESMOND," What, move me? Move me where? Where's my wife?"
DESMOND, I want to see Penny.
DESMOND,  You.
DESMOND, What happened to me? Where am I?
DESMOND," Yes, I remember. Look I want to talk to Penny. Penny!"
DESMOND, Come with you? Come with you where?
DESMOND," You take me back! You take me back right now, you hear?!"
DESMOND, Hey. What the hell are you doing?
DESMOND, Sacrifice? What the bloody Hell do you know about sacrifice?
DESMOND, Aah! Uhh! Aah!
DESMOND, Let me out!
DESMOND, Let me out you bastards! Let me out! Let me out! Let me out of here! Let me out of here! 
DESMOND, Sorry?
DESMOND, Yeah. 
DESMOND, Thank you.
DESMOND," Hang on, I got it, I got it."
DESMOND, Pleasure. You got any more bags?
DESMOND, Boy or a girl?
DESMOND," Oh I'm sorry, I-I didn't mean to pry."
DESMOND," All right. Well you're braver than I, you know. I'm not a big fan of surprises.  Oh excuse me, that's mine."
DESMOND," So, have you got someone meeting you?"
DESMOND," Because I've got a car picking me up. You now, If you need a ride I'd be more than happy to give you a lift."
DESMOND," All right, well, it was nice meeting you. "
DESMOND, A boy.
DESMOND, Bet it's a boy.
DESMOND, Looks like I'm with you.
DESMOND, Thank you. 
DESMOND," Hi, George."
DESMOND, The office.
DESMOND," Yeah, that's right."
DESMOND, I was closing a deal for the boss.
DESMOND," The room service at the hotel's excellent, thank you."
DESMOND, I'm not looking for any companionship. I'm here to work.
DESMOND," Lovely, thank you."
DESMOND, Thank you.
DESMOND, Charles.
DESMOND, Thank you.
DESMOND, Yes. I've heard he's quite talented.
DESMOND," No, can't say I have."
DESMOND, So you want me to babysit him?
DESMOND," Say no more Charles, it's done."
DESMOND," I'm a blessed man, Sir."
DESMOND," That's your sixty-year-old Scotch, Charles."
DESMOND, Slàinte.
DESMOND, That's right.
DESMOND," Good. Mr. Pace, I'm Desmond Hume. Charles Widmore sent me."
DESMOND,  Hey! Where you going?
DESMOND, Hey!
DESMOND,"  I'll have whatever he's having.  One drink, then we go."
DESMOND, No title. Plenty of perks though.
DESMOND, I get to meet charming people.
DESMOND, Quite.
DESMOND," Well, I've got a great job, lots of money, get to travel the world. Why wouldn't I be happy?"
DESMOND, Thousands of times.
DESMOND, I wasn't aware that love looked like anything.
DESMOND," Is that so? Well we were on the same flight, so...maybe I saw it too."
DESMOND, Oh? Enlighten me.
DESMOND, Her?
DESMOND," Well that's just...poetry, brother. You know you should, you should write a song about that."
DESMOND," No, that's not the truth. You want to know the real truth, Pace? Right now you have a choice - you can keep on drinking, or you can come with me. Now before you make your choice, realize that if you stay here, it will very likely result in the extermination of your musical career."
DESMOND," In twenty minutes, you'll be luxuriating in a five-star hotel, right on the harbor front, and Charles Widmore - one of the most powerful men in this town, will owe you a favor."
DESMOND," There's always a choice, brother."
DESMOND," Sure, for what it is."
DESMOND," Why, because none of it's real?"
DESMOND, What's that?
DESMOND, Why in God's name would I want to get out of the car?
DESMOND, Aah! Uhh!
DESMOND,  Charlie! Charlie!  Come on!
DESMOND,  Come on! Come on! Damn it!
DESMOND, Nope.
DESMOND," No. Listen, I need to find the man I was brought in here with."
DESMOND, What do you mean?
DESMOND," Um, I'm not sure."
DESMOND," No, I don't have time for this. I need to find the man I came in here with."
DESMOND, No. Nothing.
DESMOND," Um, just put down my employer, Charles Widmore."
DESMOND, The button?
DESMOND, Hey! Let me out of here.
DESMOND, Hey! Hey!
DESMOND, I need to find the man I came in here with.  I need to find the man I came in here with.
DESMOND, His name is Charlie Pace. He came in an hour ago. He just give me his room number. 
DESMOND," Look, we were in an accident together. I need to see him!"
DESMOND," Hey. Excuse me. Um, were you on the same Oceanic flight um, from Sydney."
DESMOND," Yeah, that's right. Listen. I wonder if you can help me, brother. I need to find someone. He was on our plane. He's somewhere in the hospital."
DESMOND, Why are you running?
DESMOND, Why'd you try and to kill me?
DESMOND, Want to show me something? Show me your hand.
DESMOND, Your hands. Show me your bloody hands now.
DESMOND, Who's Penny?
DESMOND, I didn't feel anything.
DESMOND, All right. Come on. We're leaving.
DESMOND," Hey, where you going?"
DESMOND, Look he escaped. He knocked over a doctor with a bloody crash cart and then ran out of the hospital.
DESMOND," He's a junkie who drove my car into the ocean, Charles. I'm fine, by the way. Thanks for asking."
DESMOND," With all due respect, sir, it's just a bloody concert."
DESMOND, No.
DESMOND, Mrs. Widmore? 
DESMOND, My name is Desmond Hume. I work for your husband.
DESMOND," Well, the feeling is mutual, Mrs. Widmore."
DESMOND, Eloise.
DESMOND," Well, Eloise, uh, I'm deeply sorry but it appears as if, uh, Drive Shaft won't be able to perform alongside your son. And, uh, I take full responsibility--"
DESMOND, Excuse me?
DESMOND, Yeah. You're not angry?
DESMOND, And you.
DESMOND, Have a good evening.
DESMOND," Excuse me. I'm sorry, um, did you just say Penny?"
DESMOND," Um, I work for Mr. Widmore, may I see the list?"
DESMOND," Begging your pardon, I'm entrusted with confidential items every day."
DESMOND," No, I just want to look at one name on that list. And, if for some reason, that's a problem..."
DESMOND," Look, I'm, I'm sorry, if I've overstepped my bounds."
DESMOND, Stop? Stop what?
DESMOND," Do you, do you know what I'm looking for, Mrs. Widmore?"
DESMOND, How do you know what I want?
DESMOND, I need to see that list...or you need to tell me why I can't. 
DESMOND," Ready? Ready, for what?"
DESMOND, Is there any alcohol in this car?
DESMOND," Just drive, George. "
DESMOND, Yes?
DESMOND," Look, uh, Mr. Widmore, um..."
DESMOND," Dan, if this is about Charlie Pace not being able to perform with you, I'm, I'm very sorry."
DESMOND, Excuse me?
DESMOND, So what is it?
DESMOND, So what do they mean?
DESMOND, You wanna set off a nuclear bomb.
DESMOND," Listen, mate, um. I don't know what any of this has to do with me, so..."
DESMOND, I don't know...I don't know what I felt.
DESMOND," That's impossible, because I don't know anything about this woman, I don't know...I don't know where she is. I don't even know if she exists. She's...she's an idea."
DESMOND, Excuse me.
DESMOND, Are you Penny?
DESMOND," Hello, I’m Desmond."
DESMOND, Fine. How long was I unconscious for?
DESMOND," Will you help me up, please."
DESMOND, It's all right. I understand.
DESMOND," I said, I understand."
DESMOND, You told me you brought me here to the island to do something very important.
DESMOND, When do we start?
DESMOND, What do you mean?
DESMOND, A lot can happen in twenty minutes.
DESMOND, Did it?
DESMOND," Aye, of course. Lead the way."
DESMOND, What happened?
DESMOND," Aye, aye you must have."
DESMOND," I-I think we'd have remembered it, if we had. "
DESMOND," Yeah, I'm fine. Hey, listen, um, would you like to go for a coffee?"
DESMOND, I just fainted in front of you. I'd say we're even.
DESMOND, Absolutely.
DESMOND, Okay.
DESMOND," Yes, George, I did. Corner of Melrose and Sweetzer, please."
DESMOND," Actually, there is one thing, George. Can you get me the manifest for my flight from Sydney, Oceanic 815, just the names of the passengers?"
DESMOND, I just need to show them something...
DESMOND, I'm sorry. Have I seen you before?
DESMOND," No, it's not that. Were you on Oceanic flight 815? About a week ago... from Sydney."
DESMOND, So was I.
DESMOND," Listen, you mind if I join you while I wait for my order?"
DESMOND, Ooh... that is a lot of chicken!
DESMOND, Ah! So what's her name?
DESMOND, And you didn't... it didn't go how you hoped?
DESMOND," Well, all women are a little bit crazy, brother..."
DESMOND, Tell me something...did you believe her when she said she knew you?
DESMOND," Now, I say go with your gut. You know, maybe you should... you should try to find out where she thinks she knew you from before you give up on her."
DESMOND," Ah! That's me, brother. Well, uh... it was nice bumpin' into ya."
DESMOND, Hello.
DESMOND," I don't blame him. Although, as I explained to him before he left... I have nowhere to run to, brother."
DESMOND, Not at all.
DESMOND," Considering I was kidnapped, you'd have to ask him."
DESMOND, He threw me into a wood shack and blasted me with a massive amount of electromagnetism. 
DESMOND, Experience.
DESMOND, Of course. You're John Locke.
DESMOND, Three years.
DESMOND, Do you know better?
DESMOND," Well, there's nothing special about me, brother. This island has it in for all of us."
DESMOND, What?
DESMOND, Who's that?
DESMOND, Do you know that boy?
DESMOND, What is it?
DESMOND, You read my mind.
DESMOND, Very old?
DESMOND, That seems like a lot of work just to get some water.
DESMOND, Did they find what they were looking for?
DESMOND, And that's the reason you wanted me to see this?
DESMOND, Excuse me?
DESMOND, What is the point in being afraid?
DESMOND, Aah!
DESMOND, Excuse me?
DESMOND," No. No. I was um, uh, I just moved to the neighborhood, and um, and, uh, I'm looking for a school for my son."
DESMOND, Charlie.
DESMOND," That's great to hear, thanks. Well, it was nice talking to you."
DESMOND," Hey there. How are you? Uh, we met at the airport. The, uh, the baggage claim."
DESMOND," Nice. I'm Desmond. Desmond Hume. Um, I never got your name. Uh...  ""Claire Littleton."" So--So how you doin'?"
DESMOND," Oh, no. I'm sorry. Are you..."
DESMOND," I have a nose for these things. Look, um...excuse me if this sounds a bit personal, but I couldn't help noticing you're going to an adoption agency...alone."
DESMOND," No, I just meant that you should have some--some legal representation."
DESMOND," No, no. But, uh, it just so happens that I'm on my to see one. You know, adoption contracts are complicated; and, you should be careful because you could find yourself in a situation that's irreversible."
DESMOND," Um...I'm--I'm going to 15 as well. Look, this, um, this attorney I'm seeing--she's excellent. Uh, you know, plus, she owes me a favor. So...why don't you just come and meet her? You know, I think she could really help you."
DESMOND," Look, I promise you it won't cost you a cent. Please. It'd be my absolute pleasure."
DESMOND," Great, this way."
DESMOND," Hi. Uh, Desmond Hume to see Miss Verdansky, please."
DESMOND, Great.
DESMOND, You're very welcome.
DESMOND," Ah, Ilana. Uh, Claire, this is Ilana. Ilana, I'd like you to meet a friend of mine, Claire Littleton."
DESMOND," I was hoping you'd be able to help her, um..."
DESMOND," No, absolutely fine. Go right ahead. "
DESMOND," So what did he offer ya? If you're gonna shoot me in cold blood, brother...I think I have a right to know what you're getting in exchange for it."
DESMOND, And what did you lose?
DESMOND, And where is she now?
DESMOND, And what makes you think Locke can bring her back?
DESMOND," So, what will you tell her?"
DESMOND, This woman--when she asks you what you did to be with her again...what will you tell her?
DESMOND, Do not get in my way. 
DESMOND," I'm not here to hurt him, I'm here to help him let go."
DESMOND, You wanna know who I am?
DESMOND," Excuse me... Um, I'd like to see a detective, please. "
DESMOND," Um...there was a hit and run a few days ago at Washington Tustin High School and then this morning, one of the teachers there was--was beaten badly by the--by the same suspect."
DESMOND, I'm the suspect.
DESMOND, You're welcome.  Good afternoon.
DESMOND, And how are you doing today?
DESMOND, Think it's time to leave.
DESMOND," I said, I think it's time to leave. You ready to get out of here?"
DESMOND, I ran over a guy in a wheelchair.
DESMOND, All right. I'm crazy. But do you want to get out of here or not?
DESMOND, The driver already knows where to stop. But when that happens you're gonna have to give me your trust. 
DESMOND," That's right? Because after I set you free, I'm gonna ask each of you to do something, and you're gonna have to promise me that you'll do it. So what do you say?"
DESMOND, How about you?
DESMOND," All right, then. "
DESMOND, That's me.
DESMOND, Don't worry. He'll be here.
DESMOND, All right here he comes.
DESMOND, Don't worry about it.
DESMOND," No, she's not ready yet."
DESMOND," All right, good... Um, you know where you're taking them, yeah?"
DESMOND," All right, well, we should get going.  Okay, you're with him, and you're with me."
DESMOND, We... are going to a concert.  Let's go.
DESMOND, Do you need someone to sign for that?
DESMOND," I do indeed, brother."
DESMOND, Or something... Do you mind taking it around the back there?
DESMOND,"  Just around there, thank you."
DESMOND, A man named Christian Shephard.
DESMOND, Seriously.
DESMOND, Not exactly.
DESMOND," No one can tell you why you're here, Kate... Certainly not me."
