Character,Words
BEN, This is Charles Widmore. This is the man whose boat is parked offshore. This is the man that's been trying to find the Island.
BEN, One of my people that had the misfortune to get caught.
BEN," I don't know, but he does."
BEN," John, three months ago in Gainesville, Florida, the Virgin Mary seemed to appear in a patch of mold on the side of an old housing complex. When the word got out, over 5,000 people came to see her face for themselves. You've survived an airline crash on this island. One minute, you're in a wheelchair. The next minute, you're doing jumping jacks. If 5,000 people came out to see a piece of mold, how many people do you think would come here to see you? Charles Widmore wants to exploit this island, and he'll do everything in his power to possess it."
BEN," Everything I know about Charles Widmore is in this file. Some of it's vague, some of it's guesswork, some of it's concrete. But this is everything, and now it's all yours.  I'm sorry I didn't tell you all this sooner. But it was the only bargaining chip I had left."
BEN, Alright. But you might want to sit down.
BEN," Hi. Come on in. Sorry. I have to get this ham out of the oven, or it'll dry out."
BEN, Never better.
BEN," Just you and me. Oh, I guess I should've made that clearer."
BEN, I do indeed.
BEN, I want to thank you for how wonderful you've been with Zack and Emma.
BEN, They'll stop asking in time.
BEN," They're on the list, Juliet."
BEN, Who are we to question who's on the list and who's not?
BEN," ... He's making a case for this woman, Ana Lucia.  He thinks she'd be a valuable member of our society. But between you and me, I don't see it. He feels very passionately about her, almost inappropriately so."
BEN," Goodwin stays where he's at right now, Juliet. There's no reason for him to hurry back, right? But his assignment will be over soon. I promise you."
BEN, What are you reading?
BEN, Hmm. How about that?
BEN, I need you to come with me.
BEN," After our last raid on the tail-section survivors, they ran off, left the beach. I sent Pickett and Tom to track their location, and they came across this. I'm sorry, Juliet."
BEN, We don't know; there weren't any witnesses. I can only assume they found out he wasn't one of them. Guess I should've listened to you.
BEN," What, you mean instead of his wife?"
BEN," ""Why""? You're asking me ""why""? After everything I did to get you here, after everything I've done to keep you here, how can you possibly not understand... that you're mine!"
BEN, Take as much time as you need.
BEN,  See you guys at dinner.
BEN," Because once they have me, their orders are to kill everyone else on the Island."
BEN, It's Michael.
BEN, My spy on the freighter is Michael.
BEN, Alex?
BEN, May I have a word with you?
BEN," I'm sorry, you're just gonna have to listen to a little more."
BEN, This is a map to the Temple.
BEN, It's a sanctuary. It may be the last safe place on this island.
BEN," Well, it wouldn't be a sanctuary if I told everyone, would it? The rest of our people are already there. If you leave now, you can get there in a day and a half."
BEN," Because the Temple's not for them, Karl. It's only for us. These people that are coming — they know who I am, Alex. They're here to capture me. They'll kill anybody that gets in their way. If they knew who you were, that you were my daughter, they would use you to get to me. We don't have much time."
BEN," Yes. But your mother will protect you.  Okay, now go."
BEN," I'm so sorry, Michael, but he's still in New York."
BEN, So I'm afraid you're stuck with me. Michael? Are you still there?
BEN, You actually activated the bomb?
BEN," There are people on your boat who are innocent. They have no idea that the man they work for is a monster, a killer without conscience or a greater purpose. I had to show you the difference between him and me. When I'm at war, I'll do what I need to do to win, but I will not kill innocent people."
BEN," You killed them, Michael. No one asked you to... I don't blame you, Michael. We did have your boy. And what wouldn't a man do for his son?"
BEN," I want you to compile a list of names... every person on your boat. When I call again, you'll give me that list. Then you will disable the radio room you're sitting in. When the crew is disoriented by their lack of communication, you'll take out the engines too. That way, the boat can never get to this island, and your friends will be safe. Will you do that for me, Michael?"
BEN, Then consider yourself one of the good guys.
BEN, Where did you hear that?
BEN," We need to get to the other house. It's easier to fortify, and we'll have better position on the tree lines."
BEN, They're here.
BEN, Hello.
BEN," No, no, no, no. Wait."
BEN, Wait. I can explain. D-do you speak English?
BEN,  Do you speak Arabic? تتكلم  بالعربي؟
BEN,  Do you speak Turkish? Türkçe biliyor musunuz?
BEN, Sure. Sure.
BEN," Ah. Okay. Okay, okay."
BEN,  This...
BEN," Oh, so you do speak English."
BEN,  Yah!
BEN, It's an early warning system.
BEN, Somebody tripped the panic switch at our security fence. That means one of my people's been captured.
BEN, How long did you guys debate amongst yourselves whether or not to ask me why the phone rang?
BEN," Well, so much for our head start."
BEN," Don't bother. They're safe. I sent Rousseau, Alex and Karl away yesterday."
BEN, There's no time!
BEN," It's very important that you survive what's about to happen here, John. So I need you to stay close to me."
BEN, Because the people that are coming won't risk hurting me. You want to live? I'm your best chance.
BEN," That's right, John. I am."
BEN, He's not.
BEN," Good afternoon. I'd like a room, please."
BEN, No. But it's been a while.
BEN," I'm actually a preferred guest. It should be under ""Dean Moriarty."""
BEN," Yes. Um, today's date is..."
BEN,  2005?
BEN, Thank you.
BEN," I think the technical term is ""shock and awe."" They're trying to frighten me into surrendering."
BEN," Because there's only one person that can help us now, and that's Jacob, and we have to go to him together."
BEN," I know, but Hurley does."
BEN," Hugo, you don't want to do that."
BEN," Those people were murdered to make you angry, James. So you'd be more likely to come storming in here and throw me to the wolves."
BEN,  I wouldn't if I were you.
BEN, I'm here to find the man who murdered your wife.
BEN, I came across the Syrian border. It's really not as difficult as you might—
BEN, Your friend Desmond had a boat. Remember? The Elizabeth. I followed a heading to Fiji. Then I chartered a plane.
BEN," You remember the name Charles Widmore, don't you? The man who tried to convince the world that your plane was on the bottom of the ocean?"
BEN, There was a man at her procession. He goes by the name of Ishmael Bakir. He's one of Widmore's men.
BEN," Bakir was last seen five days ago in Los Angeles, caught by a traffic camera, speeding away from the corner of La Brea and Santa Monica."
BEN, I don't know. But they did.
BEN," Well, Miles, sounds like you're not gonna collect your 3.2 million dollars."
BEN, Why would I talk to them?
BEN," Well, then they've badly miscalculated, 'cause every single one of my people is prepared to die in service to this island."
BEN, Hello?
BEN, That's right.
BEN," Yeah, I see you."
BEN," You and I both know that once you have me, there's nothing to stop you from killing everybody else on this island."
BEN," Martin Christopher Keamy — former first sergeant, United States Marine Corps, served with distinction from 1996 to 2001, but since then, you've worked with a number of mercenary organizations, specifically in Uganda. So I know exactly what kind of man you are, Mr. Keamy, and we can dispense with the formalities."
BEN, I'd like to present a counterproposal.
BEN, You and your friends... you turn around. Walk back to your helicopter. You fly away and forget you ever heard of this island.
BEN, Alex... I have this under control. Everything's gonna be okay.
BEN," Okay, listen."
BEN, She's not my daughter.
BEN," I stole her as a baby from an insane woman. She's a pawn, nothing more. She means nothing to me. I'm not coming out of this house. So if you want to kill her, go ahead and do it—"
BEN, He changed the rules.
BEN, My name is Benjamin Linus...
BEN, ...and I need you to take a message to Mr. Widmore for me.
BEN, That should do it.
BEN," We're finished here, Sayid. Turn around and walk away. Mourn your loss. Get on with your life."
BEN," Go home, Sayid. Once you let your grief become anger, it will never go away. I speak from experience. This is my war. It's not yours."
BEN, I'll be in touch.
BEN," Excuse me, James."
BEN," Okay, listen to me very carefully I need all of you to do exactly as I say. In a minute, we have to run from this house as fast as we can. At that moment, when I give the order, I want you to head straight for the tree line."
BEN," No, we want to be as far away from them as possible."
BEN," Okay, outside. Outside now!"
BEN, Head for the trees. I'll catch up with you.
BEN," I have to say good-bye to my daughter, John."
BEN," Thank you, John."
BEN, You can ask Jacob all about it when we go to the cabin.
BEN," He's the man that's gonna tell us what to do next, James."
BEN, Follow me.
BEN, Thank you.
BEN,"  Oh, yes. I'm here to see Mr. and Mrs. Kendrick in 4E."
BEN,  They're expecting me.  Feel free to call up.
BEN," Wake up, Charles."
BEN, Iraq is lovely this time of year. When did you start sleeping with a bottle of scotch by the bed?
BEN, We both know I can't do that.
BEN," I'm here, Charles, because you murdered my daughter."
BEN," No, that's not true."
BEN," I'm here, Charles, to tell you that I'm going to kill your daughter. Penelope, is it? And once she's gone... once she's dead... then you'll understand how I feel. And you'll wish you hadn't changed the rules."
BEN,  But you'll never find it.
BEN," I suppose it is. Sleep tight, Charles."
BEN, I don't know. I've been following him.
BEN, I have no idea where the cabin is. Hugo's the last one who saw it.
BEN," What do you think we should do, John?"
BEN, I used to have dreams.
BEN," Yes, Hugo, I was standing right where you are now when I pulled the trigger. Should have realized at the time that it was pointless, but... I really wasn't thinking clearly."
BEN, I didn't kill them.
BEN," They did wipe them out, Hugo, but it wasn't my decision."
BEN, Their leader's.  
BEN, Not always.
BEN," He actually thinks staying was his idea. Not bad, John. Not bad at all."
BEN, You're certainly not.
BEN," You sure it's gonna be there, John?"
BEN, The cabin—what if it's moved again?
BEN," I was told a lot of things too—that I was chosen, that I was special. Ended up with a tumor on my spine and my daughter's blood all over my hands."
BEN," Those things had to happen to me. That was my destiny. But you'll understand soon enough that there are consequences to being chosen... because, destiny, John, is a fickle bitch."
BEN, I'm not going in there with you. 
BEN," The island wanted me to get sick and it wanted you to get well. My time is over, John. It's yours now."
BEN," Good luck, John."
BEN, Did he tell you what we're supposed to do?
BEN, Well?
BEN," We're going to a place called the Orchid, Hugo."
BEN, It's a greenhouse.
BEN, You heard John. We're going to move the island.
BEN, Very carefully.
BEN, Because doing it is both dangerous and unpredictable. It's a measure of last resort.
BEN," May I have that mirror, please?"
BEN,"  You know, those are 15 years old."
BEN, Communicating.
BEN, Who do you think?  
BEN, All right. Now we can go.
BEN," None of your business, John."
BEN," Yes, I suppose they would."
BEN, I'm working on it.
BEN," May I have the binoculars, please? You might wanna get down lower to the ground."
BEN, Because we're at the Orchid.
BEN," We're waiting, John, because Charles Widmore, the man who's trying to capture me and kill all the rest of you, knows about this place and knows that what we need is inside."
BEN, I wasn't being entirely truthful.
BEN, You need to see this.
BEN, Look over there on the left-hand side. Watch the plants at the back.
BEN, They're already here.
BEN," He's there. Hold on to that for me, will you?"
BEN," Listen to me very carefully, John, because I'm not gonna have time to repeat this. You're gonna go into that greenhouse through that hole there. Once inside, you're gonna turn left. Go about 20 paces until you see a patch of anthuriums on your left. They're in an alcove against the north wall. Face the wall, reach down with your left hand. You'll find a switch that activates the elevator. The elevator takes you down to the actual Orchid station."
BEN, I'm gonna take care of them.
BEN," How many times do I have to tell you, John? I always have a plan."
BEN, My name is Benjamin Linus. I believe you're looking for me.
BEN, Charles Widmore tell you to kill my daughter?
BEN, Uhh!
BEN," Thank you for coming, Richard."
BEN," Could you cut me free, Kate?"
BEN, What was the arrangement?
BEN, Fair enough. The helicopter is yours. You and Sayid have a safe journey back.
BEN, That's it.
BEN, Am I interrupting?
BEN," Nice to see you, too, Jack."
BEN," Couldn't find the Anthuriums, could you?"
BEN, Didn't you tell him?
BEN, Sayid and Kate are waiting for you at the helicopter. I understand that your people from the beach are being brought to the freighter even as we speak.
BEN," I'd love to fill you in on everything you missed, Jack, but you, Hugo, James, you need to get moving. If I were you, I'd want to be on that boat within the hour. Good-bye, Jack.  Let's go."
BEN, Deep.
BEN," No, John, it's not."
BEN, Same things that all the DHARMA stations are for —silly experiments.
BEN," You know what, John?"
BEN, Why don't you watch this very informative video that will answer some of your questions...
BEN, ...and I'll take care of some business.
BEN," If you mean time-travelling bunnies, then yes.  "
BEN, May I have my weapon back?
BEN, You killed my daughter.
BEN, You killed my daughter!
BEN, So?
BEN," That's not my problem, John."
BEN, Not if I find him first.
BEN," ""Why"" what?"
BEN," Well, John, I really wasn't thinking straight. Sometimes... good command decisions get compromised by bad emotional responses."
BEN, I'm sure you're gonna do a much better job of separating the two than I ever did.
BEN," If I were you, I'd duck."
BEN, I better change.
BEN, I'm going somewhere cold.
BEN, You don't need one because you're not going with me.
BEN," No, John, you're not."
BEN," He told you what to do, but he didn't tell you how because he wants me to suffer the consequences."
BEN," Whoever moves the island can never come back. So I'd like you to get on the elevator, John, and go back up. Richard and my people will be waiting 2 miles east of the Orchid."
BEN," Ready, willing and able to share what they know. And then they will follow your every word. Good-bye, John. I'm sorry I made your life so miserable."
BEN," You'll find your way, John. You always do."
BEN," I hope you're happy now, Jacob."
BEN," Hello, Jack."
BEN, Sorry. Didn't mean to scare you. Did he tell you that I was off the island?
BEN, When did you speak to him?
BEN, And Kate?
BEN, And what did he say to you?
BEN," Yes, I heard that you've been flying on passenger planes... hoping that you'd crash. It's dark, Jack, very dark."
BEN, I'm here to tell you that the island won't let you come alone. All of you have to go back.
BEN," Perhaps I can help you with that. This is the way it has to be, Jack. It's the only way. You have to do it together, all of you."
BEN, I have a few ideas.
BEN," Jack... I said, all of you. We're gonna have to bring him, too."
BEN," Why don't you close that up now, Jack? Come on. Let's get him in the van. It's out back."
BEN, We'll worry about that once we pick up Hugo.
BEN, Which should make recruiting him considerably easier than the rest of your friends.
BEN," Oh, that's the spirit."
BEN," It happened because you left, Jack. Now let's get started, shall we?"
BEN," Then we get Sun, Sayid... and Kate, of course."
BEN,"  On the Island... in the Orchid station, below the greenhouse. I told him I was sorry for making his life so miserable, and then he left. So obviously John's visit to you made an impression. What did he say to make you such a believer?"
BEN, Did he tell you what happened to them after the Island moved?
BEN, Then I guess we'll never know.
BEN,  Well... looks like we have a change of plan.
BEN," You looking for your pills, Jack? I flushed them down the toilet."
BEN," Yeah, I figured you were."
BEN, I'm checking out.
BEN," You're going home. And find yourself a suitcase. If there's anything in this life you want, pack it in there... because you're never coming back."
BEN, Good. I'll pick you up in six hours.
BEN, John's casket is outside in a carpet van. I need to move it somewhere safe.
BEN," I'll see you in six hours, Jack."
BEN," No, no Porterhouse. I do, however, have something very important in my van, Jill, and I need you to watch it for me."
BEN, It is.
BEN, Have Gabriel and Jeffrey checked in yet?
BEN, He's with us.
BEN,  Cut the man some slack. He's been through a lot. We all have.
BEN," So keep him safe, Jill. Because if you don't... everything we're about to do... won't matter at all."
BEN,  Hello?
BEN, Who?
BEN," Hello, Hugo."
BEN," Hugo, I know you're in trouble, and I can assure you I've taken care of everything."
BEN, I have a car waiting for us out back. The police didn't see me come in. I can get you out of here.
BEN," I'm taking you to Sayid. He's with Jack. That's why I'm here, Hugo. Jack called me. How else would I know that they're together?"
BEN," In their defense, I'm not an easy person to trust. But they came around when they realized that we all want the same thing."
BEN," To go back to the Island. Come with us, Hugo... and this'll be over. You can stop hiding. You can stop worrying about the stories and the deceptions. If you come with me, you won't ever have to lie again."
BEN, Please. Let me help you.
BEN, Any luck?
BEN, Really?
BEN, I'm having some... difficulties.
BEN," No, no, that's not enough time. I need at least—"
BEN," Look, I lost Reyes tonight. What happens if I can't get them all to come back?"
BEN, Good. You're here. How's Sayid?
BEN," Hello, Sayid."
BEN, Good. I'll go deal with Hugo.
BEN, You have friends in trouble. Let's get them to safety and save the dirty linen for later.
BEN," After you get Kate, meet us at the Long Beach Marina, slip 23. And, Jack — hurry. We're running out of time."
BEN, Can I ask you something? Why'd you take it upon yourself to rescue Hugo?
BEN, You can pull in over here.
BEN, Mr. Norton.
BEN, That's very good news.
BEN," Thank you, Dan."
BEN, That's my lawyer.
BEN," Hello, Kate."
BEN," No, Jack. She's right. It was me. Sorry."
BEN," Because he's not your son, Kate."
BEN," Because he's not your son, Kate."
BEN," I didn't kill your husband, Sun."
BEN," No, I didn't. Neither did anyone else, because he's not dead."
BEN," No, Sun. Jin's still alive, and I can prove it."
BEN, Why don't you put down the gun. No one wants it to go off.
BEN," There's someone—someone here in Los Angeles. Let me take you to them, and I'll show you the proof."
BEN, The same person that's going to show us how to get back to the Island.
BEN," Sayid, where are you going?"
BEN," 30 minutes, Sun. We can be there in 30 minutes. And you’ll have proof—proof that he's alive. Or you can shoot me and never know."
BEN,  I didn't account for traffic.
BEN,"  What I'm doing is helping you! And if you had any idea what I've had to do to keep you safe – to keep your friends safe – then you'd never stop thanking me! You wanna shoot me, then shoot me – but let's get on with it! What's it gonna be?"
BEN, May I?
BEN, Take it.
BEN, John gave it to me.
BEN," That's true, Jack. I went to see him.  Jin gave it to him before he left the Island."
BEN," I don't know. Maybe he never had a chance before he died. I'm sorry I had to bring you here before I gave it to you, Sun. But all those people back on the Island—Jin included—need our help. There is a woman in this church and she can tell us how to get back to your husband. But we're running out of time, Sun. So I need you to decide right now. Will you come with me?"
BEN, I assume the same thing you are.
BEN," Hello, Eloise."
BEN, This is all I could get on short notice.
BEN, This is all I could get on short notice.
BEN," No. No, I didn't."
BEN, She left.
BEN," I have a friend looking after it. I'll pick it up on my way to the airport.  What did she say to you, Jack?"
BEN,"  Thomas the Apostle. When Jesus wanted to return to Judea, knowing that he would probably be murdered there, Thomas said to the others, ""Let us also go, that we might die with him."" But Thomas was not remembered for this bravery. His claim to fame came later... when he refused to acknowledge the resurrection. He just couldn't wrap his mind around it. The story goes... that he needed to touch Jesus' wounds to be convinced."
BEN," Of course he was. We're all convinced sooner or later, Jack. "
BEN," Oh, I made a promise to an old friend of mine—just a loose end that needs tying up. See you at the airport, Jack."
BEN," Hello, Jack. Are you there?"
BEN," Listen, we don't have much time. I've been, uh... sidetracked, and I need you to pick up Locke's body and take it to the airport. The coffin is at Simon's Butcher Shop, corner of Grand and Hayes."
BEN, Just do it. Please.
BEN," Hold up! Wait, please! Thank you for not closing it."
BEN, Thanks.
BEN," Who told you to be here, Hugo?"
BEN," What's that, Jack?"
BEN, Who cares?
BEN," My mother taught me. I can read, Jack, because it beats what you're doing."
BEN, Waiting for something to happen.
BEN," You tell me, Jack. You're the one that got to stay after school with Ms. Hawking."
BEN," No. No, I didn't."
BEN, Why don't you then?
BEN, Is it because you're afraid?
BEN," Afraid that he blames you, that it's your fault he killed himself."
BEN," No, Jack, it wasn't your fault. Let me give you some privacy."
BEN," John, what are you doing?"
BEN," Wait, please. John, stop!"
BEN," I have a man watching Sayid. I'm watching all of them, keeping them safe. When you turned up, he called me."
BEN," John, just calm down."
BEN," Please, let me help—"
BEN, I'm trying to protect you.
BEN," Yes. Yes, I did. But it was only a matter of time before he tried to kill you. I was just trying to get to you, but you drove off and crashed."
BEN, He was working for Charles Widmore. He's extremely dangerous.
BEN," No, John, he used you. He waited till you showed up so that you could help him get to the Island. Charles Widmore is the reason I moved the Island! So that he could never find it again, to keep him away so that you could lead.  You can't do this. If anything happens to you... John, you have no idea how important you are. Let me help you."
BEN," No, John, you're not."
BEN, Jack booked a ticket.
BEN," A plane ticket from Los Angeles to Sydney, tonight. Return trip first thing in the morning. Whatever you said to him, John—it worked. And if you got Jack, you can get the rest of them."
BEN, John... you can't die. You've got too much work to do. We've gotta get you back to that Island so that you can do it.
BEN," Please, John. Come on."
BEN, Come down.
BEN," I know we can do this, John."
BEN, You haven't even been to Sun yet. Let's start with her.
BEN, Jin is alive?
BEN, All right.
BEN, A promise is a promise.
BEN, You're welcome. Come on.
BEN,  Let's go.  I know we can do this.
BEN," Once we can get them all in the same place... I don't know where we go from there, but we'll figure something out."
BEN, A woman?
BEN, Eloise Hawking? You sure?
BEN," Yes, John. I know her."
BEN," I'll miss you, John. I really will."
BEN, They're gone.
BEN,  How would I know?
BEN, Why are you following me?
BEN, Back to our Island.  ...You wanna come?
BEN," I'm sorry, Sun, but waiting doesn't interest me much right now.  There are three outriggers near here and I'm gonna take one.  So you can come along and help me row...  or you can stay here.  Frankly, it makes no difference to me."
BEN, Why are you staying?
BEN," Honestly, I don't know.  But that's where I'd start looking."
BEN," Hello, Frank."
BEN,  You're ready?
BEN, And how'd that work out for everyone?
BEN," That's right, Frank.  A captain's first responsibility is to his passengers.  But I have people I have to take care of, too.  There's a small dock about a half mile due south across the water.  It leads directly to a town where I used to live.  There are resources there.  So, if anyone can help you and the rest of the plane get out of here safely, it--"
BEN, How'd it go?
BEN, Of course it didn't.
BEN,  Nowhere. You're done.
BEN," We're done. Andropov was the last one. You've taken care of everyone who posed a threat to your friends.  It's been a pleasure working with you, Sayid. "
BEN," You didn't kill them for me, Sayid. You're the one that asked for their names. There's no one else in Widmore's organization that we need to go after. Congratulations! Mission accomplished! "
BEN," I suppose you should go live your life. You're free, Sayid. "
BEN, I looked.
BEN, John Locke is dead. I think he was murdered.
BEN," I'd say it was retribution for the work you and I have been doing. So you're in danger, Sayid. If I can find you, so can the people that found Locke. The same people who, even as we speak, are sitting outside Hugo's mental institution."
BEN," A man in a sedan has been there all week, just waiting... presumably for you or me to show our faces."
BEN, You don't want to?
BEN," Because, Sayid... to put it simply, you're capable of things that most other men aren't. Every choice you've made in your life, whether it was to murder or to torture, it hasn't really been a choice at all, has it? It's in your nature. It's what you are. You're a killer, Sayid."
BEN," Well, then I apologize. I was mistaken about you."
BEN,  There's somebody--somebody here in Los Angeles. Let me take you to them.
BEN, The same person that's gonna show us how to get back to the island.
BEN," Sayid, where are you going?"
BEN," Hold up! Wait, please! Thank you for not closing it."
BEN,  Please help.
BEN, There's someone...someone here in Los Angeles.  Let me take you to them.
BEN, The same person that's gonna show us how to get back to the island.
BEN,  Um... tell my...
BEN, Tell my dad I'm sorry I stole his keys.
BEN,  My God.  You're alive.
BEN, I knew it.  I knew that this would happen.
BEN,"  Because it's one thing to believe it, John.  It's another thing to see it."
BEN," I broke the rules, John.  I came back to the Island.  I was going to answer for what I'd done.  I was going back... to be judged."
BEN," Well, J-John, we don't even have a word for it, but I believe you call it the Monster."
BEN, Hello. What's in the crate?
BEN, Need a hand?
BEN, Okay.  Have a great day.
BEN," Like someone hit me with an oar, but I'll live."
BEN, I'm not sure.  What has he told you?
BEN," I killed him?  Really?  'Cause he looks fine to me.   You know, I don't really remember him from the plane.  Do you?"
BEN," What if... he was already here, before we crashed?  If he thinks I killed him, then he's insane.  We may be dealing with a man who's dangerously deranged.  Then the question is, what are we gonna do about it?"
BEN," Pleasure to meet you, Caesar.  I'm Ben."
BEN, Shh.
BEN,"  Shut up!  And stay here, Ethan."
BEN, Don't!  Don't do it.
BEN, Shh.
BEN," It's okay.  It's okay, baby."
BEN, Do you want your baby to live?
BEN," Be grateful you're still alive.  Now you listen to me.  If you try to follow me or if you ever come looking for me, I'll kill you.  And if you want your child to live, every time you hear whispers, you run the other way."
BEN, Just something sentimental.
BEN," Was there something that you needed, John?"
BEN, I assume you're referring to the fact that I killed you.
BEN," It was the only way to get you back to the Island, along with as many of those who left as possible.  You do remember, John--that's why you left in the first place, to convince 'em to come back?  But you failed.  And the only way to bring them together was by your death, and you understood that.  It's why you were about to kill yourself when I stopped you."
BEN," You had critical information that would've died with you.  And once you'd given it to me... well, I just didn't have time to talk you back into hanging yourself.  So I took a shortcut.  And look at you, John.  I was right.  You're here.  You're back.  So are the rest of them.  I don't know where yet exactly, but they came.  It worked.  And that's why I did it, because it was in the best interests of the Island. "
BEN, Help me do what?
BEN," That's not something you want to see, John."
BEN, He didn't really give me a choice.
BEN, You looking for this?
BEN, This gentleman and I are taking a boat.  Does anyone else have a problem with that?
BEN, Consider that my apology.
BEN, Home sweet home.
BEN," That would be Sun and Lapidus.  I showed 'em where the boats were, and Sun thanked me by smashing me on the head with a paddle."
BEN, No.  Someone else hurt my arm.
BEN," Well, I've found sometimes that friends can be significantly more dangerous than enemies, John."
BEN, The man was unarmed because I'd stolen his gun--the gun he was going to use to kill you.  I couldn't let that happen.
BEN, You're welcome.
BEN," Yes.  It's the only place I can summon it... the ""monster.""  Once it arrives, I'll either be forgiven... or I won't."
BEN, Lying about what?
BEN," Then what do I want to be judged for, John?"
BEN, We had a...
BEN, ...complication.
BEN," Why?  She's no threat to us.  She's insane, Charles.  Besides, you didn't tell me she had a child.  What was it I was supposed to do?"
BEN," It's not an ""it"".  This is a child."
BEN, Is killing this baby what Jacob wants?
BEN, Then here she is.
BEN, You do it.
BEN, Excuse me?
BEN," Do you disapprove, John?"
BEN, You don't have the first idea what this Island wants.
BEN," Yes, and that's Alex's room."
BEN, Sun?
BEN, This used to be my house.  I saw a light turned on.  What are the two of you doing in here?
BEN, Are you trying to tell me that your friends were in the DHARMA Initiative?
BEN, Of course not.  Where did you get this?  Who gave this to you?
BEN, Wait for what?
BEN," Well, you might want to look outside."
BEN," Yes, John.  That's right."
BEN, I'll be outside.
BEN, Okay.  Okay. 
BEN, All right.
BEN," Yes, Richard, I do."
BEN, Charles! 
BEN, I came to say good-bye.
BEN," No, don't act as if I wanted this.  You brought this on yourself."
BEN," You left the Island regularly.  You had a daughter with an outsider.  You broke the rules, Charles."
BEN, Because I won't be selfish.  Because I'll sacrifice anything to protect this Island.
BEN," You're the one who wanted her dead, Charles, not the Island."
BEN, Where did John go?
BEN, Did he say what it was?
BEN, Excuse me?
BEN, Jack didn't lie.  John was dead.
BEN,  Trust me.  I'm sure.
BEN," Sun, I had no idea it would happen.  I've seen this Island do miraculous things.  I've seen it heal the sick, but never once has it done anything like this.  Dead is dead.  You don't get to come back from that, not even here.  So the fact that John Locke is walking around this Island... scares the living hell out of me."
BEN, You may want to go inside.
BEN, Because what's about to come out of that jungle is something I can't control.
BEN, It hasn't shown up yet.
BEN," It's not a train, John.  It doesn't run on a schedule."
BEN, It doesn't work that way.  I only know how to summon it.  I don't know where it actually is.
BEN, Lead the way.
BEN, Charles?  It's Benjamin.
BEN, Doesn't matter.  What matters is I'm going back to the Island today.
BEN," Well, Charles, where you failed, I'm going to succeed... just as soon as I do one thing."
BEN," Kill your daughter.  In fact, I'm looking at Our Mutual Friend right now."
BEN, It's the name of the boat that Penny's on.
BEN," Good-bye, Charles."
BEN," May I ask you a question, John?"
BEN, How is it that you know where you're going?
BEN," I mean, how does that work, exactly?"
BEN," The knowing.  I mean, did it come upon you gradually, or did you wake up one morning suddenly understanding the mysteries of the universe?"
BEN, What?
BEN," No, John, I don't like it at all."
BEN," I think I know where we're going now, John."
BEN, It's the same place they brought me as a child.  It's where the Island healed me.
BEN, It's the wall around our Temple.
BEN, About a half mile from here.  We built this wall to keep people like the two of you from ever seeing it.
BEN," I need to ask a favor of you, Sun.  If you can ever get off this Island, find Desmond Hume for me.  Tell him I said I was sorry."
BEN,  He'll know.
BEN," Don't move.  Not another word.  Hello, Penelope.  My name is Benjamin Linus.  I'm sorry that you're caught up in the middle of this thing, but your father--"
BEN, Your father is a really terrible human being.  He's responsible for the killing of my daughter.  That's why I'm here.
BEN," You know, you were right."
BEN," Why I need to be judged.  When Charles Widmore's men came, they gave me a choice.  Either leave the Island or let my daughter die.  All I had to do was walk out of the house and go with them.  But I didn't do it.  So you were right.  John, I did kill Alex.  And now I have to answer for that.  I appreciate you showing me the way, but I think I can take it from here."
BEN," I'll meet you outside, if I live--Aah!"
BEN,  Never better.
BEN," John, wait!"
BEN, Alex.
BEN," Ohh, Alex.  I'm so, so sorry.  It was all my fault."
BEN," Yes, I will.  I'll follow him.  I swear. "
BEN, It let me live.
BEN," When I left the Island, John stepped in.  He's the leader now."
BEN," His name is Richard Alpert.  He's a kind of... adviser.  And he has had that job for a very, very long time."
BEN, Sun?  What are you...
BEN,"  What, John, don't you trust me here with my former people?  Afraid I'll stage a coup?"
BEN," Well, in that case, I'd love to come."
BEN," That's... not how it works, John."
BEN, What plane?
BEN," Who is that man, John?"
BEN, This must be quite the out-of-body experience.
BEN," Your timing was impeccable, John.  How did you know when to be here?"
BEN," No, John.  And clearly it hasn't told you where Jacob is, or you wouldn't need Richard to show you."
BEN, What?
BEN, What just happened?  Where did you go?
BEN, Why do you think I tried to kill him?
BEN, Yes... so far.  Richard had some concerns.
BEN, This pilgrimage to Jacob makes him uncomfortable.  He's expressed... reservations about whether or not you know what the hell you're doing.
BEN," I know we've had our differences in the past, John, but I'm here to follow you now.  So if you need Jacob to help you reunite your people, then I'll do whatever--"
BEN, What do you mean?  You told Sun--
BEN, Then why are we going to Jacob?
BEN, He's in charge of this Island. 
BEN," No, I said he was the leader, a title that I've discovered is incredibly temporary. But everyone answers to someone, and the leader answers to Jacob."
BEN," I don't know, Sun. I've never met him. "
BEN, Told who what?
BEN," If by plans you mean murdering him, John, I assumed you'd want to keep that a secret. "
BEN," Well, I starting thinking differently about things when my dead daughter threatened to destroy me if I didn't do everything you said."
BEN," In that cavern, beneath the Temple. When we went to see the monster."
BEN, Yes. 
BEN, Convince me to do what?
BEN, I was enjoying some alone time. 
BEN, It's a door. How about that?
BEN, I'm a Pisces.
BEN," Well, you clearly already know that I was talking to an empty chair, John. That I was pretending. Which is not to say that I wasn't as surprised as you were when things started flying around the room."
BEN," I was embarrassed. I didn't want you to know that I had never seen Jacob. So yes, I lied. That's what I do."
BEN," Why do you want me to kill Jacob, John?"
BEN, I don't know.  It was like that when I got here.
BEN, Not really.
