Character,Words
HURLEY," Look, Jack put me in charge. Look, I don't even want..."
HURLEY, What?
HURLEY," Uh, yeah. A couple jars. "
HURLEY," No can do, man."
HURLEY, It's not like that.
HURLEY, One of them? 
HURLEY, I'm going to go check out the headphones.
HURLEY, Star-la.
HURLEY, I did.
HURLEY,"  Hey, can I try those on?"
HURLEY,"  So, Starla!"
HURLEY," Sorry. Uh, well, The Hold Steady is playing the Troubadour this weekend, and I was wondering -- maybe Friday..."
HURLEY," Oh, no, I didn't mean..."
HURLEY," Yeah, that's totally cool."
HURLEY," Nothing, I just wanted to ask her out before..."
HURLEY, Nothing.
HURLEY," Why'd you tell Charlie, man?"
HURLEY," Yeah, well you shouldn't have. You should have listened to me about coming down here, period. Now it's all going to change, everything."
HURLEY," You know, people say that, but it's not true, man. Trust me, I know. And guess who gets to be the bad guy who has to say no you can't have peanut butter for the cute blonde and her poor Island baby. You know who? It's me. -- You know what? I'm not going to do it. Find someone else to deal with the chow, man."
HURLEY," I don't want to do this, man!"
HURLEY," Okay, then. "
HURLEY," Dude, I am!"
HURLEY," Yeah, I got it."
HURLEY," Okay, we're good."
HURLEY," A little to the left, dude, and more of an angle."
HURLEY,"  Dude, what are you doing?"
HURLEY," Dude, promise me something. "
HURLEY," Promise me that no matter what happens, we'll never change -- this will never change."
HURLEY, I'm not getting surgery.
HURLEY," Listen, Johnny, I'm serious. Promise me that you and I will always stay the same."
HURLEY," Uh, it's dynamite."
HURLEY," I'm sorry, but I can't let it happen again."
HURLEY," Dude, we shouldn't go here. Dude, let's go, they jack the prices here. "
HURLEY," Look, just get out of here, Rose."
HURLEY," Not if I do it from outside the door. It's thick, and I'll make sure there's nobody around first. So, please, will you just go?"
HURLEY, You don't get it! This is going to mess it all up!
HURLEY," Let me tell you something, Rose! We were all fine before we had any  potato chips! But now we've got these potato chips and everybody's going to want them! So Steve gets them, and Charlie's pissed -- but he's not pissed at Steve, he's pissed at me!"
HURLEY," And I'm going to be in the middle of it! And then it's going to be well, what about us -- why didn't I get any potato chips? C'mon, help us out, Hurley. Why did you give Kate the shampoo? And why didn't I get the peanut butter? Then, they'll get really mad and start asking why does Hugo have everything -- why should he get to decide?  Then they'll all hate me. I don't know what to do."
HURLEY," Come on, Jack. The inventory's done, this is the only way."
HURLEY," Dude, there's enough food in there to feed one guy, 3 meals a day for another 3 months. We have 40 people, it's just not going to work. You put me in charge, this is what we're doing."
HURLEY, Okay? 
HURLEY,  Okay. 
HURLEY," All you've got to do is retrace your steps. Like, what'd you do yesterday?"
HURLEY," Whoa, you fed the dog?  Bingo!"
HURLEY," So, Seoul. Is that in the good Korea or the bad Korea?"
HURLEY, Did you go to the Olympics? 
HURLEY," Dude, dogs will eat anything. When I was a kid, my dog, Buster -- I had this drawer where I'd throw in all my change, right -- and I guess there were some Smarties in there -- so, like, the next day, Buster craps out a buck thirty-five in nickels.  Did you ever own a dog? "
HURLEY, What was his name?
HURLEY, Bpo Bpo -- that mean something?
HURLEY, A kiss.
HURLEY," Um, tell me again why we're doing this here when there's a dryer in the hatch?"
HURLEY," Oh, it's because of the doomsday button, isn't it?"
HURLEY,"  Yeah, spoiled."
HURLEY, What kind of stuff?
HURLEY, I think their stuff's still on the beach back where their tent is.
HURLEY," Past the hanging tree, double or nothing."
HURLEY," Dude, double or nothing, there's no way you're hitting it that far."
HURLEY," Ignore him, he's an idiot."
HURLEY, Crap!
HURLEY," Hey.  So, Rose's husband's white. Didn't see that one coming."
HURLEY," No, just taking a walk, thought I'd say hey. -- Who's taking care of Sawyer? "
HURLEY," So, you're like, mad at him? "
HURLEY," Maybe because he's the one that always comes down here and chops wood, and now you are? It's like, transference. "
HURLEY," Well, that's what they call it in the mental hospital."
HURLEY," Yo, Sawyer, glad you're back, man."
HURLEY," Hey. Cool hat, dude. "
HURLEY," Uh, yeah. I guess Michael took off."
HURLEY," He stole some guns and he went all commando. He said he was going after Walt. Later dudes, gotta get to the hatch."
HURLEY, Geronimo Jackson? 
HURLEY,  This looks sweet. Let's give her a rip.
HURLEY, So what do you think's the story with that Libby chick? 
HURLEY," She's kind of cute, right? You know, in a I've-been-terrorized-by-the-Others-for-40-days kind of way."
HURLEY," I think I have a chance with her. I mean, it's the classic desert island scenario. If I ever had a shot, this is it."
HURLEY," Dude, it's been a day."
HURLEY," We can change it, dude. Did you ever hear of Geronimo Jackson? "
HURLEY," Oh, they went after Michael."
HURLEY," Everyone -- Jack, Sawyer, Locke. Oh, and Kate. "
HURLEY," Uh, Sawyer, when you were over there across the Island how well did you get to know those Tailies? "
HURLEY," That Libby chick seems pretty cool. I mean, is she?"
HURLEY," Nah, just asking."
HURLEY,  Forget it.
HURLEY, Charlie? What are you doing?
HURLEY," What are you doing, man?"
HURLEY, It's the middle of the night. What are you doing with the baby?
HURLEY, It's okay! We're over here!
HURLEY," Stick? I don't know, dude. Don't you need 21? I think you should hit."
HURLEY, How do you know that?
HURLEY, Why?
HURLEY, I'm kind of waiting for my moment.
HURLEY, It washes clothes. That's all I need to know. 
HURLEY,  Do I know you from somewhere?
HURLEY, Flight? 
HURLEY, Huh?
HURLEY," Oh, oh, sure, go ahead."
HURLEY, I did?
HURLEY, It's awesome. 
HURLEY," Hey, man. You gonna put the lime in the coconut, drink 'em both up?  Lime in the coconut? The song?"
HURLEY," So, I'm over at Rose and Bernard's tent. Did you know he's a dentist? Well, that's not all he's been holding out on us. The guy picked up Boone's signal from the Norwegian plane. "
HURLEY," Right. Anyhow, he picked it up with this. "
HURLEY," Yeah, but can't you switch a blue wire with a red wire -- make it stronger. "
HURLEY," Come on, man, I mean, it's worth..."
HURLEY," Just trying to cheer you up, dude. "
HURLEY," Okay, man. Sorry. No problem."
HURLEY," Hey, check this out. I found a manuscript in one of the suitcases. It's like a mystery book. "
HURLEY," Cool, you fixed it!"
HURLEY," Static's good, right?"
HURLEY," Wait, what's that?!"
HURLEY," Oh, crap. "
HURLEY," Hold it, stop! Do you hear that?!"
HURLEY," Whoa, you hear how clear that is? It's got to be close, right? "
HURLEY," Or, anytime. -- Just kidding, dude. "
HURLEY, Nothing. 
HURLEY," Well, actually in the back it says it'll keep at room temperature for up to 7 years. "
HURLEY," Please, dude, you can't tell."
HURLEY," Come on, man, please?"
HURLEY," Dude, it's just a tree frog. "
HURLEY, Yeah.
HURLEY, This is how people get killed in scary movies. 
HURLEY, It's Babar.
HURLEY," Fine, go ahead. Tell everyone the fat guy's been hiding ranch dressing -- the fat guy likes to eat. Yeah, I'm fat. Fat, fat, fat, fat, fat. You think I don't know that? At least people like me. You know what? Find the damn frog by yourself. "
HURLEY, There it is.
HURLEY," Dude, nice catch."
HURLEY," It kind of reminds me of a turtle I once had. Its name was Stuart. It ran off when I was 10. Well, that's what mom said. I kind of think she threw him out. "
HURLEY," I have an idea. Why don't I take him -- far from here -- 2 beaches away? Then maybe he'll find a Mrs. Tree Frog. That way he won't keep you up anymore, and everyone's happy. "
HURLEY, Dude.
HURLEY," Hey, guys."
HURLEY," Hey, Sun. Look what I found in the middle of the jungle. It's not even melted or nothing. Crazy, huh? You want to split it? "
HURLEY," Okay, well, later, dude. "
HURLEY, She took off into the jungle with Charlie and Sayid yesterday.
HURLEY," Well, that would, like, assume that anyone actually tells me anything. Maybe if I were in the loop I could be more helpful."
HURLEY,"  Loop, dude, loop."
HURLEY, I bet 4 papayas. 
HURLEY," Dude, I got a killer hand, here."
HURLEY, But you don't even know...
HURLEY," Dude, you got me."
HURLEY," Whoa, dude."
HURLEY," But, I want to..."
HURLEY, Jack and Sawyer are finally going to beat each other up.
HURLEY, I kind of prefer breathing.
HURLEY," Wow, I can -- I can see why. "
HURLEY, I guess I need to drop a few pounds.
HURLEY, It's not my metabolism. I'm sick. 
HURLEY, Never mind. 
HURLEY," Okay, but it's bad."
HURLEY," When we first crashed here, I thought, this isn't all bad -- it's, like, the all mango diet. I wasn't turning any heads or nothing but I did drop a couple belt sizes. Then we found this hatch and it was full of food -- tons of food. I tried giving it all away, but I guess I kind of kept some of it for myself. I wish I could just get rid of it. "
HURLEY, I feel free.
HURLEY, No.
HURLEY, No.
HURLEY," No. No way! Not me, no! Not again, no!"
HURLEY, Hey! Hey!!
HURLEY, Uh-oh.
HURLEY, Nothing. 
HURLEY, No one.
HURLEY, I kind of -- don't want to talk about it. 
HURLEY, How about that? 
HURLEY, Proud of me for what?
HURLEY, It's okay. I had a salad and some chicken breast for lunch.
HURLEY, It was good.
HURLEY, Nah. I know she put me in here for a reason. 
HURLEY, The accident.
HURLEY, Do we have to?
HURLEY, I was never really good at homework.
HURLEY, Nobody else did it. 
HURLEY," Well, Dave didn't do it. He said it was a stupid idea."
HURLEY," Dave's the most normal person in this place, man. "
HURLEY, Nothing.
HURLEY," Brooks said you're, like, negative."
HURLEY," Nah, I don't know, it's just..."
HURLEY, Like what? 
HURLEY," Yeah, I guess I could eat. "
HURLEY, You're not here!
HURLEY," Hey, wait!"
HURLEY," Wait, Dave!"
HURLEY," Did either of you see a guy run through here -- in a bathrobe, with a coconut?"
HURLEY,"  Yeah, me either. "
HURLEY," Uh, dude."
HURLEY,"  They're just numbers, man. "
HURLEY, It's my mid-afternoon snack. 
HURLEY," Thank you, nurse Lazenby. "
HURLEY," What do mean, get out of here?"
HURLEY, Dr. Brooks says...
HURLEY, Clonazepam. 
HURLEY," No, me and Dave were just, you know, talking about stuff."
HURLEY, Okay. 
HURLEY, Cheese.
HURLEY," Nope, I'm good."
HURLEY, Dude.
HURLEY,  You've got to twist it to get the frosting. Pulling it will only break the cookie. 
HURLEY, I'm kind of looking for something. 
HURLEY," Well, actually, I was sort of hoping you'd do me a favor. Remember when I helped you out with that tree frog -- that you killed?"
HURLEY, I sort of -- need some medicine.
HURLEY, It's called Clonazepam. 
HURLEY," So you can calm down. Or, for when you're seeing things that aren't supposed to be there. "
HURLEY," I don't know, maybe like a bald guy in a bathrobe. "
HURLEY, Who the hell do you think you are?!
HURLEY,  Pork Rinds! Barbar! Jabba! Stay Puft!
HURLEY,  Mongo! Lardo!
HURLEY, I'm not crazy. -- I'm not crazy.
HURLEY, I don't want to talk about it.
HURLEY," I guess you know what happened, then. "
HURLEY," I don't want to talk, okay!"
HURLEY, What?
HURLEY," Well, I'm going to need a lot of protein where I'm going."
HURLEY," Back to the caves. No one lives there anymore, so I won't bother anybody. I'm just going to live alone and be one of those guys -- you know, the crazy guys -- with a big beard and no clothes who's naked and throws doodie at people."
HURLEY, Just leave me alone. You can't help me. No one can. 
HURLEY, You're not here. You were in the hospital. You can't be here. 
HURLEY," I like that I have a good relationship with my mom. I like making my grandpa, Tito, laugh. I like chicken. "
HURLEY, I like that I like chicken?
HURLEY, Kind of -- I think I messed up some spelling. 
HURLEY," It's not like... I can't really do anything about it, right?  If I, uh -- if I w -- wasn't so fat, they never would have died. "
HURLEY," Yeah, but I did walk out there. And it did collapse. I killed them."
HURLEY, That was my fault. 
HURLEY," Dave's right about you. You know, you're nothing but a quack. "
HURLEY," You know, Dave cares about me. He's my friend."
HURLEY," Wait, you're not -- you're a hallucination.  Ow."
HURLEY, Maybe I just imagined you slapped me?  Ow! Damn it. 
HURLEY," Dr. Brooks showed me a picture from the rec room. My arm was around, like, nothingness. "
HURLEY, No. 
HURLEY, I don't think I can do this. I'm sorry.
HURLEY, You're not real. You're trying to get me to run away and get cheeseburgers because I want cheeseburgers. 
HURLEY," No, man. I'm just not coming. Look, you don't want me to get better. You don't want me to change. "
HURLEY," No, I'm not. You just want me to stay fat. You don't want me to get better. You wouldn't care if I ate myself to death. "
HURLEY," Bye, Dave. "
HURLEY, Worse?
HURLEY," Yeah, I realized you were imaginary. "
HURLEY," And that was a breakthrough. And a little while later Brooks let me out, and I went home to live with my mom, and I got my job at Mr. Clucks back. And I got better."
HURLEY, What?
HURLEY, That's -- not possible.
HURLEY," No. I had my mom, my friend Johnny -- I won the lottery. "
HURLEY, The Hatch?
HURLEY, But I got better. I changed.
HURLEY," I just destroyed my stash, and I've been exercising. Libby says it won't happen over night. "
HURLEY, So this is all in my brain?
HURLEY, So I'm making you up?
HURLEY, What part of me are you? 
HURLEY, It?
HURLEY, I don't want to kill myself.
HURLEY," So, if I -- all this will be gone? I'll just wake up?"
HURLEY, Dave!!
HURLEY, Dave!
HURLEY, What are you doing here?
HURLEY, How'd you know where I was?
HURLEY, Hah! Jin doesn't speak English!
HURLEY," No! You're just a part of me that's scared. You don't want me to wake up. Well, guess what? I'm not scared."
HURLEY, Like me? You don't know me.
HURLEY," Yeah, well did you know I'm so fat that I killed 2 people? And that I have an imaginary friend? "
HURLEY," No, I'm not, because this isn't happening! None of it! I'm just imagining it! This isn't real life! "
HURLEY," Because in real life -- no girl like you would ever like me. Remember when I said I knew you from somewhere? Well, maybe it's because I made you up?"
HURLEY, I don't know.
HURLEY, When you saw me on the beach this morning was I holding a slipper? 
HURLEY, Maybe you should do it one more time just to be sure.
HURLEY," Do you really think I can, you know, change?"
HURLEY, Cheese.
HURLEY, Nope. I'm good. 
HURLEY, No way. I'm on a new diet. Nothing but fish and water; and fish and water. 
HURLEY, Talking to your wife.
HURLEY, Neil?
HURLEY," Dude, we, like, built a raft. But it got blown up. "
HURLEY," Dude, we're, like, going to need a lot more rocks. "
HURLEY," Hey, um, I can sketch the letters. "
HURLEY, I think he's not so crazy about the whole carry the rocks a half mile thing. 
HURLEY," Dude, nice hole."
HURLEY," Hey, man, remember that radio we made? I'm thinking maybe I could get it to play some music. You know, for Libby."
HURLEY," Here's the thing -- even that would be good -- because then Libby would be like, ""it's the thought that counts"" -- and I'll score major points. Especially when she sees me holding it over my head."
HURLEY," They didn't have ""Say Anything"" in Baghdad? It's awesome. This dude, like, gets his boom box and he holds it over his head outside this chick's window and he plays some Peter Gabriel song for her and bam, the girl's, like, his. I mean, after her dad goes to jail. But then he gets her. "
HURLEY," You should really check it out sometime. I mean, if we ever, you know, get off this island."
HURLEY, You think she'd like that? 
HURLEY, This isn't what it looks like. 
HURLEY," It looks like something that... it's not. Aw, man. I'm so busted."
HURLEY," Naw, I'm not busted for that. I'm busted for something else. I was packing a picnic because I was kind of hoping that you'd want to go with me. You know, as an 'us' thing. But, it was a surprise. "
HURLEY," So, you want to go?"
HURLEY, Can that part still be a surprise? 
HURLEY, Watch your head. Almost there. 
HURLEY," Sure, I used to watch it all the time when I was in the hospital -- when I broke my hip. "
HURLEY," Uh, that's a different tree."
HURLEY," Dude, I'm not lost. Will you trust me?  We're right about to walk on the most excellent secret beach on the Island, and -- surprise! "
HURLEY, Blankets?
HURLEY," Oh, wine. Groovy. Hey, maybe if I get drunk enough I'll remember where I know you from. "
HURLEY," Hey guys, you seen Libby around?"
HURLEY,  We were going to have our first date. 
HURLEY," Yeah, a picnic on the beach. I'm glad you're okay, man."
HURLEY," Can, can I talk to her? "
HURLEY,"  Hey, it's Hurley. Hugo. I'm sorry I forgot the blankets. I'm sorry I forgot the blankets.  Libby? "
HURLEY,"  They're dead! Ana Lucia and Libby are dead. I mean, we haven't even buried them yet. "
HURLEY, Why would I want to go?
HURLEY," I'm sorry about Walt, dude. But I'm not coming."
HURLEY," Libby was -- she was -- she -- Libby was a psychologist, or psychiatrist -- one of those. Either way, she probably helped a lot of people. She helped me. She was my friend. It's not fair that this happened to her. It's not.  I'm going with you. Goodbye, Libby. "
HURLEY, What do you mean a trap?
HURLEY, No way. I'm not even going to kill someone. 
HURLEY, I thought the point was to get Walt back?
HURLEY, Did that bird just say my name? 
HURLEY, No thanks; I'm not hungry.
HURLEY," Prosthetic, dude."
HURLEY, Did you kill them? Ana Lucia and Libby? Did you? 
HURLEY," But if you did have time—you still would have killed her, right?"
HURLEY, I'm going back.
HURLEY, We're all going to get killed and you knew it! You let us come anyway.
HURLEY, What are they? 
HURLEY, What? 
HURLEY, But what about my friends?
HURLEY, Dude.
HURLEY," They kept Jack, Kate and Sawyer. And they sent me back to tell everyone else that we can't ever go over there. Oh, and that dude we had in the hatch, Henry -- he was there. He's, like, their leader.  So, what do we do?"
HURLEY, You're not going to do anything?
HURLEY," Wait, where are you guys going? "
HURLEY, Save him from what? 
HURLEY, Bear? What bear?
HURLEY, Bear? Is that you? Who's there? 
HURLEY," Uh, yeah. "
HURLEY, Whoa! Dude! I'm not alone.
HURLEY, What happened to yours?
HURLEY," So, like, the hatch blew off your underwear?"
HURLEY," No, no, that's okay. I've got something in here.  How do you feel about tie-dye?"
HURLEY," So, when you say ""turn the key"" you mean like key, key? "
HURLEY, That seems kind of convenient.
HURLEY," I'm just saying, if you had this magic key the whole time why didn't you, like, use it?"
HURLEY, So what did happen? 
HURLEY, You didn't implode. 
HURLEY," You're not going to, like, turn into the Hulk, or something.  So is that what made the blender noise? And the sky turn purple? "
HURLEY," Right, you were failsafing. Well, FYI, the whole island vibrated. And Kate and Jack and Sawyer saw it, too, right before they got bags pulled over their heads."
HURLEY, What? What speech? All he said was he was going to go save Eko and kill bears.
HURLEY,  Is he alive?
HURLEY, Jack's not coming back. They've got him.
HURLEY, Whoa.
HURLEY," I just got hit with, you know, deja vu. "
HURLEY, Is that -- art?
HURLEY, Okay. You want some fruit salad?
HURLEY, Why's that?
HURLEY, Couple of days now. 
HURLEY," Come on. Locke will want to know you guys are back.  Stay alive dude, ok? "
HURLEY, You guys smell smoke? 
HURLEY," Eko. Eko, come on!"
HURLEY, We gotta get you outta here! 
HURLEY," Come on, Eko. "
HURLEY," It's hot, Eko! Careful! "
HURLEY," No luck, dudes. We looked everywhere. Eko's gone."
HURLEY," Not that we, like, know what a trail looks like. "
HURLEY, What do you mean 'Anybody want to come along?' 
HURLEY," Yeah, see, Jack would go and do stuff alone. Or he'd take Sayid or Kate. "
HURLEY," Dude, I don't know about this."
HURLEY," He would want us to ransack his tent and take his stash? Yeah, that sounds exactly like Sawyer."
HURLEY,"  Oh, Desmundo. "
HURLEY, You guys find Eko?
HURLEY,"  Dude, you okay? Hey guys, what's wrong with Desmond? "
HURLEY," I'll tell you how he knew -- that guy sees the future, dude. "
HURLEY, Locke doesn't know about anything except knives and fishing. 
HURLEY," You do realize he's going to know your plan before you even come up with it, dude. "
HURLEY,"  Say it, dude."
HURLEY," Hey, do you know any songs about drinking and fighting and girls with one leg?"
HURLEY, Oh no you didn't. You were like a mile away. 
HURLEY, Dude. 
HURLEY," So then, the Others take the bags off our heads and we're, like, on the other side of the island. And they take Jack, Kate and Sawyer someplace and they sent me back to warn everyone to stay away. Which I did. And now everyone's freaked out. With them gone -- and what happened to Eko -- they're all scared. And I'm scared. But then, I've been scared most of my time here anyway, except when I'm with you. I miss you, Libby."
HURLEY," Dude, you okay?"
HURLEY, Really? Because you've kind of been moping...
HURLEY, You can tell me anything.
HURLEY, I think he might be right. And I think it might be my fault.
HURLEY," I'm kind of cursed. Death finds me, dude."
HURLEY," Here, Vincent. Come here.  I think we need to get that."
HURLEY," Okay, if I'm not back in 3 hours tell somebody."
HURLEY," Vincent! Vincent, come here. Vincent."
HURLEY, Awesome.
HURLEY,"  Uh, I like chicken."
HURLEY," Actually, I've kind of had some bad luck, too. My grandpa Tito died of a heart attack and the first house I bought my mom burnt down. My friend Johnny ran off with my girlfriend, Starla. Oh, and this guy jumped off my accountant's roof."
HURLEY," Yeah. Sorry, Tricia Tanaka."
HURLEY," Oh, I don't know."
HURLEY,"  Hey, you sure it's okay?"
HURLEY, The safety guards are on the fryers?
HURLEY, Do you hear something?
HURLEY, Hey! Hey! Hey everyone! Hey!!
HURLEY,  Car! I found a car tipped over in the jungle.
HURLEY," And we could totally fix it and get it going again. It's not far, come on."
HURLEY," Because it'll be fun.  We could all use some fun. I mean, after everything's that happened we need it.  Especially you, dude. So who's with me?!!"
HURLEY, Come on. Anyone. We're going to drive it! Who's coming?!
HURLEY," Thanks, dude.  You have no idea what you volunteered for, do you?  Come on."
HURLEY, Tricia Tanaka is dead.
HURLEY," Mr. Clucks got hit by a meteor, or an asteroid. I don't know the difference but it's gone."
HURLEY," It's not crazy. It's the lottery money, the numbers, I'm cursed. And now Tricia Tanaka's dead, and her camera dude, and it's all my fault.  Ow!!"
HURLEY, It's not an accident. It is a curse. There's only one way to stop it. I have to go to Australia.
HURLEY," That's where the numbers came from. Lenny, in the institution, he told me."
HURLEY, You can?
HURLEY," Poor, Roger. Sorry about your arm, dude."
HURLEY, Totally. Let's check it out. 
HURLEY," Dude, Roger was on a beer run."
HURLEY, I suck at charades. You want to what?
HURLEY," Oh, you want to take Roger out?  And turn it over.  I understand!"
HURLEY," Okay, on 3. 1-2-3."
HURLEY, We'll get that later.
HURLEY," Oh, I got it. You're going to tip it up. Crafty."
HURLEY," Yeah, crafty. It's like, when you're good at ... crafts. Nevermind."
HURLEY,  Dude! You're alive!! You're alive.
HURLEY," Pretty cool, huh?"
HURLEY, What about Jack and Kate? Are they with you? Are they alright?
HURLEY, Okay. It's okay. It's going to be alright. Jack's going to be alright. We all are.
HURLEY," Naw, see, things are getting better. The car, you coming back safely -- it's a sign."
HURLEY, Uh-uh. You're going to help us fix this thing.
HURLEY, Because there's beer.
HURLEY, My father? You're acting like he never left us -- like he hasn't been gone for 17 years. And all the sudden he shows up? Are you at least a little suspicious?
HURLEY, What?!
HURLEY, I'm not crazy. And the only reason he's back is because he wants the money.
HURLEY," Well, guess what? There isn't going to be any money. Mr. Tranh? Lady Tranh? Your services will no longer be needed.  Severance. Trust me, I'm doing you a huge favor. It's only a matter of time before the curse gets you, and you die, or worse."
HURLEY," Getting rid of it. All of it -- the money, the houses, the livestock -- and I'm starting with him."
HURLEY, He's staying with us? Where?
HURLEY, What's been 17 years?
HURLEY,  No! No! No! This can't be happening. He has to go! He has to. I want him gone!
HURLEY," Yeah, I do."
HURLEY," You got me, dude."
HURLEY," Looks good to me. Engine's fine, right?"
HURLEY," Oh, that's just Roger.  I'm going to start the car now."
HURLEY," Dude, even if you were speaking English, I wouldn't understand a word you were saying. Just relax; we're good. This'll work."
HURLEY, I have hope. This will work.
HURLEY,  Damn it.
HURLEY,  Can you get it to work? Do you know what's wrong?
HURLEY," Dude, that beer's been sitting there since before Rocky III, maybe even II. It's probably poison by now."
HURLEY," That's not cool, dude. That guy had a mom, a family, and friends. Oh, and a name, it's not skeletor, it's Roger Workman."
HURLEY," Yeah, well you should still respect the dead."
HURLEY," Whoa, whoa, whoa, can you fix it?"
HURLEY," But you have to! Can't you try, dude? I mean, we've got to get this thing running."
HURLEY," What's your problem, man? Why don't you want this to work?"
HURLEY, Because we could all use a little hope.
HURLEY, It's for the noise.
HURLEY, That is disgusting.
HURLEY, I'm not going anywhere with you.
HURLEY," What ""one thing?"""
HURLEY, This is stupid.
HURLEY, You could have seen that on the news.
HURLEY, What numbers?
HURLEY, Why? What is it?
HURLEY, My clothes?
HURLEY, Did my dad put you up to this?
HURLEY, I'll give you a thousand dollars right now if you admit that my dad told you to say this stuff.
HURLEY," 10,000."
HURLEY, Help who?
HURLEY, I'm praying.
HURLEY, Help.
HURLEY," Dude. Hey, dude, stop moping. Come on."
HURLEY, Uh-uh. When people stare out at the ocean and get all quiet-like? They're moping. So get up and come with me. That car I found? We're getting it running.
HURLEY," Snap out of it! Stop feeling sorry for yourself because someone said you're going to die. I've got an idea that's going to help us both.  Now, it is dangerous. And there's a very good chance that you will die."
HURLEY," It is. Because if you don't die, then we win."
HURLEY," Look, I don't know about you, but things have really sucked for me lately and I could use a victory. So let's get one, dude. Let's get this car started. Let's look death in the face and say, ""whatever, man."" Let's make our own luck. What do you say?"
HURLEY,  Come on. Get up; we've got work to do.
HURLEY, Shut up! Red -- neck -- man.
HURLEY, We need another man.
HURLEY," To push this car, dude."
HURLEY, I'd really like you to leave.
HURLEY," Well, you're not getting any of it."
HURLEY, What?
HURLEY, I'll send you a postcard from Sydney. 
HURLEY, We're going to jumpstart it. You guys are going to push it. And then on the way down I'm going to pop the clutch and get it started.
HURLEY," Dudes, I know how to drive. Now come on, just push me. This'll work; I know it."
HURLEY,  Are you sure you want to do this?
HURLEY, Push!
HURLEY," Oh, jeez."
HURLEY, There is no curse. You make your own luck.
HURLEY, You make your own luck. There is no curse!
HURLEY," Jin found it when he was out looking for firewood. We made legs for it, paddles, now all we need is a ball."
HURLEY, It must've landed in the jungle when the hatch exploded.
HURLEY," Look, dude, all I know is the sky turned purple. After that I don't ask questions. Just make myself a salad and move on."
HURLEY, Wow. She's not back yet? Hmm.  You guys find anything we could use as a ball?
HURLEY," Cool, the ball. "
HURLEY, Play ping pong?
HURLEY, If you lose?
HURLEY, Yep. Are we playing with the mercy rule?
HURLEY," Yeah, if I am like up 11-0 I, you know, automatically win."
HURLEY," Well, any one of us."
HURLEY, Wanna volley for serve?
HURLEY, 0 serving 0.
HURLEY, 1-Nothing
HURLEY," Sorry I beat you so bad, dude."
HURLEY, My mom had a table in her basement. And I played a lot at the instit— this place I hung out at. And I got kinda good.
HURLEY, Looks like that last slam didn’t cause any long-term damage to your forehead. And you got three points which is better than nothing.
HURLEY, I came to give you back your stuff.  Cause I know you're the kind of guy who needs stuff.
HURLEY," She'll be ok, dude- Kate. I know you're worried about her. But she's with Locke and Sayid. She's going to be fine."
HURLEY, Uh uh. It's Hurley. Or Hugo if you want.
HURLEY, You said best out of five.
HURLEY," Uh, you OK?"
HURLEY, What happened?
HURLEY, I dunno.
HURLEY, Dude... Nikki's dead.
HURLEY," We dunno. She's got no gunshot wound, no knife wound, no polar bear bite, nothing."
HURLEY," Actually, I think she said ""power lines."""
HURLEY,"  ""Paulo lies!"" That's what she said! ""Paulo lies,"" not ""power lines."" ""Paulo lies."""
HURLEY," Paulo's her... husband, or... boyfriend, or... whatever. They lived down the beach."
HURLEY, What do you know about tracking? 
HURLEY, Wow. 
HURLEY," He's just like Nikki, no wound, nothing. "
HURLEY, Yeah I know. 
HURLEY, Why are his pants undone? And why's his shoe in that tree? 
HURLEY, You see something? Sawyer? 
HURLEY," Dude, what are you doing? "
HURLEY, That's evidence. You're messing up the crime scene. 
HURLEY, I'm with Jin. It's the Monster. 
HURLEY," It does. Locke said when Eko died, his last words were ""You're next."" And Nikki and Paulo were with them. He was talking about them. "
HURLEY," Yeah, that's not really better. "
HURLEY," Dude, show some respect. You know their names, its Nikki and Paulo. "
HURLEY," Hey, man, be careful. "
HURLEY," Dude, Monster.  Creepy, they collected bugs. "
HURLEY, They must have been friends. 
HURLEY, Did you just say Exposé? 
HURLEY," Only the most awesome hour of television ever. It's like ""Baywatch"", only better. Its about Autumn and Crystal, two strippers that solve crimes with the help of their suave smooth-talking club owner, Mr. LaShade. "
HURLEY," Check it out, look at the cast list, Nikki Fernandez. That's gotta be why she was in Australia. This must have been her big break. "
HURLEY, No way. Mr. LaShade was the Cobra? 
HURLEY, Dude the Cobra's this big bad guy. His identity's been shrouded in mystery for four seasons. 
HURLEY, They had a walkie talkie? 
HURLEY," OK, so they had a walkie talkie. You think they were working with the Others, like how? "
HURLEY," I dunno, dude. I was with the Others, like, two weeks ago, they're on a total other side of the Island. "
HURLEY, Where'd you get the gun? 
HURLEY, And when were you gonna let us know? 
HURLEY, What exactly is a perimeter sweep? 
HURLEY, Hey! Desmond! You hear about what happened to Nikki and Paulo? 
HURLEY," So, do you know anything? "
HURLEY," Can you, you know, use your psychic powers? "
HURLEY," No offense dude, but as far as superpowers go, yours is kinda lame. Thanks anyway. "
HURLEY, My mate? 
HURLEY, He said he didn't know her. 
HURLEY, Yelling? 
HURLEY," At Sawyer, this morning? "
HURLEY, Vincent! Dude! 
HURLEY," Look at the facts, and ask yourself. Why is Sawyer so gung-ho about investigating this? What's in it for him? He pretended he didn't know their names, but then he was fighting with Nikki. "
HURLEY," OK, you know what, I'll go get Desmond. He'll tell you exactly what he saw. "
HURLEY, Give me the gun. 
HURLEY, Give it to me. 
